factor_date,factor_name,hold_start,hold_end,top_return,bottom_return,long_short_return,cum_long_short_return
2020-08-31,composite_growth,2020-09-02,2020-09-30,-0.028449741728628145,-0.035563925975235014,0.007114184246606869,0.036278009028708924
2020-09-30,composite_growth,2020-10-02,2020-10-30,0.0024087695581927796,0.0075743989654426,-0.00516562940724982,0.030924980871184005
2020-10-31,composite_growth,2020-11-03,2020-11-30,0.2123597327373462,0.14456679800049071,0.06779293473685549,0.10081441081797826
2020-11-30,composite_growth,2020-12-02,2020-12-31,0.07945568487648084,0.07012567779031016,0.009330007086170683,0.11108501707146878
2020-12-31,composite_growth,2021-01-05,2021-01-29,0.14909948594228964,0.07354789584727356,0.07555159009501608,0.19502925684196626
2021-01-31,composite_growth,2021-02-02,2021-02-26,0.1150914826502631,0.060221880036404586,0.054869602613858516,0.2606000372768196
2021-02-28,composite_growth,2021-03-02,2021-03-31,0.005066575722220847,0.006534319676418296,-0.001467743954197449,0.2587497991934453
2021-03-31,composite_growth,2021-04-05,2021-04-30,-0.004461861568658236,0.010328505353764866,-0.014790366922423102,0.24013242779984778
2021-04-30,composite_growth,2021-05-04,2021-05-28,0.026518114689758177,0.008814194719721438,0.017703919970036737,0.26208763305386373
2021-05-31,composite_growth,2021-06-02,2021-06-30,0.015126031077912943,0.010027901265379007,0.005098129812533936,0.2685219196419659
2021-06-30,composite_growth,2021-07-02,2021-07-30,-0.04925295112759353,-0.014350153852024594,-0.034902797275568935,0.22424695624108693
2021-07-31,composite_growth,2021-08-03,2021-08-31,0.028597899417934617,0.01972767212180621,0.008870227296128408,0.23510630500953877
2021-08-31,composite_growth,2021-09-02,2021-09-30,-0.0200036408952064,-0.03974074671463253,0.019737105819426125,0.25948372884975246
2021-09-30,composite_growth,2021-10-04,2021-10-29,0.03038726664644767,0.031127660693548234,-0.0007403940471005649,0.25855121459449215
2021-10-31,composite_growth,2021-11-02,2021-11-30,-0.0669830231243366,-0.047967122680939854,-0.019015900443396745,0.23461872999484723
2021-11-30,composite_growth,2021-12-02,2021-12-31,0.043832608943967205,0.048586027055612636,-0.004753418111645431,0.22875007096271305
2021-12-31,composite_growth,2022-01-04,2022-01-31,-0.06481658524365297,-0.08557194422775567,0.020755358984102704,0.254253219787286
2022-01-31,composite_growth,2022-02-02,2022-02-28,0.003025505948250171,-0.017956537642785174,0.020982043591035344,0.28057001551905913
2022-02-28,composite_growth,2022-03-02,2022-03-31,0.03596640505383792,0.03259387454012337,0.0033725305137145487,0.28488877697134485
2022-03-31,composite_growth,2022-04-04,2022-04-29,-0.08852577578502768,-0.0985649005570238,0.010039124771996116,0.29778793572149787
2022-04-30,composite_growth,2022-05-03,2022-05-31,-0.01734851014578741,-0.013318441665026486,-0.004030068480760925,0.29255776146703494
2022-05-31,composite_growth,2022-06-02,2022-06-30,-0.07460987105876535,-0.05871331925207369,-0.01589655180669166,0.27201055004873287
2022-06-30,composite_growth,2022-07-05,2022-07-29,0.07705587407272337,0.0810359853763091,-0.003980111303585734,0.26694780648020355
2022-07-31,composite_growth,2022-08-02,2022-08-31,-0.0002519975466929324,-0.017253196990051085,0.017001199443358154,0.2884874388224985
2022-08-31,composite_growth,2022-09-02,2022-09-30,-0.10555327804145719,-0.08810942137190268,-0.017443856669554503,0.2660112486191575
2022-09-30,composite_growth,2022-10-04,2022-10-31,0.07655440676537742,0.05510535216654997,0.021449054598827448,0.29316599301351953
2022-10-31,composite_growth,2022-11-02,2022-11-30,0.03810041671993534,0.03893070579260492,-0.0008302890726695836,0.2920922914203725
2022-11-30,composite_growth,2022-12-02,2022-12-30,-0.05548723576187665,-0.04814521994531867,-0.007342015816557981,0.2826057293803115
2022-12-31,composite_growth,2023-01-04,2023-01-31,0.12683080650765755,0.12332193866686035,0.0035088678407971946,0.28710622337655645
2023-01-31,composite_growth,2023-02-02,2023-02-28,-0.03467368871999066,-0.0393420612536411,0.00466837253365044,0.29311491471765816
2023-02-28,composite_growth,2023-03-02,2023-03-31,-0.04151078961333086,-0.03446904536439998,-0.0070417442489308785,0.2840091302037384
2023-03-31,composite_growth,2023-04-04,2023-04-28,-0.011130536059733609,-0.01708187402537917,0.005951337965645563,0.2916507024885553
2023-04-30,composite_growth,2023-05-02,2023-05-31,-0.00027988929880240563,-0.0056247341465324235,0.005344844847730018,0.29855437509081817
2023-05-31,composite_growth,2023-06-02,2023-06-30,0.0771951861286066,0.05940141996367024,0.01779376616493636,0.3216605479936392
2023-06-30,composite_growth,2023-07-05,2023-07-31,0.037753777440431485,0.043862929679729795,-0.00610915223929831,0.3135863224972717
2023-07-31,composite_growth,2023-08-02,2023-08-31,-0.05051525393897768,-0.0475267815133029,-0.002988472425674786,0.30966070599374507
2023-08-31,composite_growth,2023-09-05,2023-09-29,0.02256047117306851,-0.07072063372282733,0.09328110489589583,0.4318273036875806
2023-09-30,composite_growth,2023-10-03,2023-10-31,-0.05111711293753898,-0.048626507434024434,-0.0024906055035145494,0.42826118672493396
2023-10-31,composite_growth,2023-11-02,2023-11-30,0.07111767306037284,0.08196804138827551,-0.010850368327902676,0.41276402678052104
2023-11-30,composite_growth,2023-12-04,2023-12-29,0.07126289691583097,0.09218250640195003,-0.020919609486119053,0.3832095550442356
2023-12-31,composite_growth,2024-01-03,2024-01-31,-0.02453969332354277,-0.025752861304104965,0.001213167980562195,0.384887620586823
2024-01-31,composite_growth,2024-02-02,2024-02-29,0.016110335294415426,0.04016590003896099,-0.024055564744545566,0.35157336676587714
2024-02-29,composite_growth,2024-03-04,2024-03-28,0.029431092972286233,0.026542468628329607,0.0028886243439566264,0.35547755449576024
2024-03-31,composite_growth,2024-04-02,2024-04-30,-0.05933630938795834,-0.05325170366848284,-0.0060846057194755,0.34723000801505477
2024-04-30,composite_growth,2024-05-02,2024-05-31,0.028705183753449298,0.035345075122017,-0.006639891368567699,0.3382845471133602
2024-05-31,composite_growth,2024-06-04,2024-06-28,-0.011395455352981882,-0.016545881261072485,0.005150425908090603,0.34517728251721014
2024-06-30,composite_growth,2024-07-02,2024-07-31,0.08188095420627835,0.08366896002087922,-0.0017880058146008682,0.3427720977144002
2024-07-31,composite_growth,2024-08-02,2024-08-30,0.004497053186577647,0.014048447614755486,-0.009551394428177838,0.3299467517819781
2024-08-31,composite_growth,2024-09-04,2024-09-30,0.05531621440896939,0.04173949558404215,0.01357671882492724,0.3480030648830472
2024-09-30,composite_growth,2024-10-02,2024-10-31,0.008606354292239337,0.02104030943704346,-0.012433955144804124,0.3312420552392328
2024-10-31,composite_growth,2024-11-04,2024-11-29,0.08213812342061177,0.08447017435417797,-0.0023320509335661987,0.32813753096150955
2024-11-30,composite_growth,2024-12-03,2024-12-31,-0.04492471558397859,-0.06061783501305393,0.015693119429075336,0.3489801518531257
2024-12-31,composite_growth,2025-01-03,2025-01-31,0.02009751839039872,0.021205184758169782,-0.0011076663677710638,0.3474859319081274
2025-01-31,composite_growth,2025-02-04,2025-02-28,-0.02381341065912445,-0.035189734706127504,0.011376324047003054,0.3628153685182922
2025-02-28,composite_growth,2025-03-04,2025-03-31,-0.022419547040448507,-0.038266618798760775,0.015847071758312268,0.3844120014565324
2025-03-31,composite_growth,2025-04-02,2025-04-30,-0.02616773615667821,-0.012665276786968863,-0.013502459369709346,0.3657190346559276
2025-04-30,composite_growth,2025-05-02,2025-05-30,0.055516730896421236,0.047812587554536816,0.00770414334188442,0.376240729863657
2025-05-31,composite_growth,2025-06-03,2025-06-30,0.062059434132571464,0.045624698949376714,0.01643473518319475,0.3988588818072929
2025-06-30,composite_growth,2025-07-02,2025-07-31,0.0027419957199839307,0.002299494819880498,0.0004425009001034325,0.3994778781216104
2025-07-31,composite_growth,2025-08-04,2025-08-29,0.09932442939289877,0.0736988057026411,0.02562562369025767,0.43534037158919503
2025-08-31,composite_growth,2025-09-03,2025-09-30,0.03535179124090283,0.0268502424700255,0.008501548770877332,0.4475429877610697
2025-09-30,composite_growth,2025-10-02,2025-10-31,0.0005223878074711025,-0.008894365391781109,0.009416753199252212,0.4611741428221239
2025-10-31,composite_growth,2025-11-04,2025-11-26,0.08045320458900254,0.013352393245584914,0.06710081134341762,0.5592201133195114
2019-01-31,composite_momentum,2019-02-04,2019-02-28,0.08110210893612697,0.09340821508197229,-0.01230610614584532,-0.012306106145845375
2019-02-28,composite_momentum,2019-03-04,2019-03-29,-0.01943717390285601,-0.00409900814043978,-0.015338165762416232,-0.02745551881230668
2019-03-31,composite_momentum,2019-04-02,2019-04-30,0.0023100201263206695,0.01911241039282869,-0.01680239026650802,-0.04379659073676079
2019-04-30,composite_momentum,2019-05-02,2019-05-31,-0.08641237798727765,-0.03269239748263714,-0.05371998050464051,-0.09516381924085282
2019-05-31,composite_momentum,2019-06-04,2019-06-28,0.04045753661693334,0.060677348061864166,-0.020219811444930826,-0.11345943620435406
2019-06-30,composite_momentum,2019-07-02,2019-07-31,-0.0007593483502739496,0.00503287197963006,-0.005792220329904009,-0.11859447448125571
2019-07-31,composite_momentum,2019-08-02,2019-08-30,0.05239874068876256,-0.03541834332656013,0.08781708401532269,-0.04119201139520645
2019-08-31,composite_momentum,2019-09-03,2019-09-30,0.027329041944198468,0.001091013431742247,0.02623802851245622,-0.01603478005222314
2019-09-30,composite_momentum,2019-10-02,2019-10-31,0.0417355685504342,0.02458940819384152,0.01714616035659268,0.0008364453943114913
2019-10-31,composite_momentum,2019-11-04,2019-11-29,0.013501738555986199,0.031838384899341245,-0.018336646343355044,-0.017515538552424603
2019-11-30,composite_momentum,2019-12-03,2019-12-31,0.0870749218582775,0.1027866845189114,-0.0157117626606339,-0.032952101228449604
2019-12-31,composite_momentum,2020-01-03,2020-01-31,0.001349054822006576,0.01069915144109086,-0.009350096619084284,-0.04199409251724606
2020-01-31,composite_momentum,2020-02-04,2020-02-28,-0.03883347458271671,-0.06820665975855296,0.02937318517583625,-0.013854407597210017
2020-02-29,composite_momentum,2020-03-03,2020-03-31,-0.23125632096585283,-0.23941759876454421,0.008161277798691385,-0.005806199467655704
2020-03-31,composite_momentum,2020-04-02,2020-04-30,0.3482531530526133,0.2704329864042057,0.07782016664840757,0.0715621277705849
2020-04-30,composite_momentum,2020-05-04,2020-05-29,0.17772497489805633,0.11794965889288596,0.05977531600517037,0.13561509257724436
2020-05-31,composite_momentum,2020-06-02,2020-06-30,0.2186617257028095,0.08974028831283108,0.1289214373899784,0.28202022263405624
2020-06-30,composite_momentum,2020-07-02,2020-07-31,0.06689342158566795,0.08630364673093213,-0.01941022514526418,0.2571359214719475
2020-07-31,composite_momentum,2020-08-04,2020-08-31,0.1724215270834817,0.042580448837181435,0.12984107824630028,0.4203638050180214
2020-08-31,composite_momentum,2020-09-02,2020-09-30,-0.0416289976350789,-0.014811283172942592,-0.026817714462136308,0.3822728940626947
2020-09-30,composite_momentum,2020-10-02,2020-10-30,0.007494881227817981,-0.014723208352917743,0.022218089580735723,0.4129843570480025
2020-10-31,composite_momentum,2020-11-03,2020-11-30,0.24467596259358315,0.20891530199132963,0.035760660602253524,0.46351361107668954
2020-11-30,composite_momentum,2020-12-02,2020-12-31,0.10785172117305683,0.13006979901992358,-0.022218077846866746,0.4309971517358384
2020-12-31,composite_momentum,2021-01-05,2021-01-29,0.16202340444684593,0.2585928607319233,-0.09656945628507735,0.2928065348472142
2021-01-31,composite_momentum,2021-02-02,2021-02-26,0.20106276279455448,0.11142411889273979,0.0896386439018147,0.4086919594583225
2021-02-28,composite_momentum,2021-03-02,2021-03-31,-0.013391651144557279,-0.03954446671364664,0.026152815569089362,0.44553322046769495
2021-03-31,composite_momentum,2021-04-05,2021-04-30,0.023899123443670855,0.005657903148357057,0.018241220295313797,0.47190151038644057
2021-04-30,composite_momentum,2021-05-04,2021-05-28,0.0053808767512864815,0.029741769148389507,-0.024360892397103026,0.43604467607278297
2021-05-31,composite_momentum,2021-06-02,2021-06-30,0.03718932681999603,0.042798548410616664,-0.005609221590620633,0.4279895832706597
2021-06-30,composite_momentum,2021-07-02,2021-07-30,-0.056528250620069734,-0.07619158120742725,0.019663330587357516,0.4560686145218136
2021-07-31,composite_momentum,2021-08-03,2021-08-31,0.01744166953334684,0.03687306888283275,-0.019431399349485914,0.42777516379278757
2021-08-31,composite_momentum,2021-09-02,2021-09-30,-0.03826147959577508,0.006775665848013513,-0.0450371454437886,0.3634722460800228
2021-09-30,composite_momentum,2021-10-04,2021-10-29,0.06083117084829737,0.05697346428007896,0.0038577065682184053,0.36873212191930915
2021-10-31,composite_momentum,2021-11-02,2021-11-30,-0.09068381086963884,-0.07592622387953574,-0.0147575869901031,0.34853293856393663
2021-11-30,composite_momentum,2021-12-02,2021-12-31,0.009128996190389522,0.01714160264110136,-0.008012606450711836,0.33772767484140176
2021-12-31,composite_momentum,2022-01-04,2022-01-31,-0.11350821990870481,-0.08863786194919919,-0.024870357959505623,0.30445790871575884
2022-01-31,composite_momentum,2022-02-02,2022-02-28,-0.045018187807134895,0.0028599869687586997,-0.047878174775893595,0.2420028449744691
2022-02-28,composite_momentum,2022-03-02,2022-03-31,0.045969844474332576,0.059294623997327114,-0.013324779522994538,0.22545343089825232
2022-03-31,composite_momentum,2022-04-04,2022-04-29,-0.17970229572416996,-0.06274000979571849,-0.11696228592845147,0.08212159632152916
2022-04-30,composite_momentum,2022-05-03,2022-05-31,-0.06359201977774771,0.014372174086074267,-0.07796419386382197,-0.002245141598311129
2022-05-31,composite_momentum,2022-06-02,2022-06-30,-0.016190648561428687,-0.08435719161490347,0.06816654305347479,0.06576835791374136
2022-06-30,composite_momentum,2022-07-05,2022-07-29,0.08507341978288988,0.06038449684379884,0.024688922939091036,0.09208103077319518
2022-07-31,composite_momentum,2022-08-02,2022-08-31,0.021135685785913086,0.084033863800158,-0.06289817801424491,0.0233911236936426
2022-08-31,composite_momentum,2022-09-02,2022-09-30,-0.11167014843221751,-0.0624299206705618,-0.04924022776165571,-0.027000888326289108
2022-09-30,composite_momentum,2022-10-04,2022-10-31,0.012263702241464239,0.05955834007099356,-0.04729463782952932,-0.07301852892135108
2022-10-31,composite_momentum,2022-11-02,2022-11-30,-0.004588027109642351,0.020412803605015538,-0.02500083071465789,-0.09619383575541285
2022-11-30,composite_momentum,2022-12-02,2022-12-30,-0.0645116772192042,-0.024199145039803194,-0.040312532179401006,-0.13262855083546377
2022-12-31,composite_momentum,2023-01-04,2023-01-31,0.2437922351619762,0.08051710384651836,0.16327513131545784,0.008991636426154859
2023-01-31,composite_momentum,2023-02-02,2023-02-28,-0.0704977940233487,-0.01102311354190002,-0.05947468048144868,-0.05101781875874467
2023-02-28,composite_momentum,2023-03-02,2023-03-31,-0.06295654298807671,-0.036879384147539426,-0.02607715884053728,-0.07576457783581247
2023-03-31,composite_momentum,2023-04-04,2023-04-28,-0.01663364858710211,0.005242191195335192,-0.021875839782437304,-0.09598300385232961
2023-04-30,composite_momentum,2023-05-02,2023-05-31,0.07886604783808096,-0.0070049265190953855,0.08587097435717635,-0.01835418355768137
2023-05-31,composite_momentum,2023-06-02,2023-06-30,0.04654007823375334,0.08986738395129681,-0.04332730571754347,-0.06088625195302533
2023-06-30,composite_momentum,2023-07-05,2023-07-31,0.07628745718516958,0.027896573600069308,0.04839088358510027,-0.015441707898116941
2023-07-31,composite_momentum,2023-08-02,2023-08-31,0.09882227601164095,-0.04734398434996363,0.14616626036160457,0.12846749576642358
2023-08-31,composite_momentum,2023-09-05,2023-09-29,-0.08755692469254618,-0.06532452384319727,-0.02223240084934891,0.10337895405508357
2023-09-30,composite_momentum,2023-10-03,2023-10-31,-0.052785569560695675,0.025501795710740318,-0.078287365271436,0.01699832284615832
2023-10-31,composite_momentum,2023-11-02,2023-11-30,0.09639170633426754,0.0832261620541819,0.013165544280085636,0.03038765929836207
2023-11-30,composite_momentum,2023-12-04,2023-12-29,0.12361250090636035,0.07387494459481875,0.0497375563115416,0.081636623525432
2023-12-31,composite_momentum,2024-01-03,2024-01-31,-0.026054263469834214,0.01201424421430128,-0.03806850768413549,0.04046033141131167
2024-01-31,composite_momentum,2024-02-02,2024-02-29,0.0809230995777675,0.03779023673457183,0.04313286284319567,0.08533836417986174
2024-02-29,composite_momentum,2024-03-04,2024-03-28,0.01330719871971372,0.020671563636283568,-0.007364364916569848,0.07734553640808817
2024-03-31,composite_momentum,2024-04-02,2024-04-30,-0.054727142516291266,-0.05834402042986099,0.0036168779135697243,0.0812421636840055
2024-04-30,composite_momentum,2024-05-02,2024-05-31,0.04098455589568027,0.029143210577712672,0.0118413453179676,0.09404552551653422
2024-05-31,composite_momentum,2024-06-04,2024-06-28,-0.0012283539556824574,-0.024550786912660286,0.023322432956977827,0.11956132893727522
2024-06-30,composite_momentum,2024-07-02,2024-07-31,0.06370979349058857,0.08381519234413068,-0.02010539885354211,0.09705210187798974
2024-07-31,composite_momentum,2024-08-02,2024-08-30,-0.016728425238473326,0.035632127109048305,-0.05236055234752163,0.039609847869648496
2024-08-31,composite_momentum,2024-09-04,2024-09-30,0.08094696948545359,0.03868647576269786,0.042260493722755726,0.08354427331965875
2024-09-30,composite_momentum,2024-10-02,2024-10-31,0.03597400127807607,0.02063846155716997,0.015335539720906097,0.10016100956251273
2024-10-31,composite_momentum,2024-11-04,2024-11-29,0.08245279540451941,0.08756741412105393,-0.005114618716534514,0.09453410547180274
2024-11-30,composite_momentum,2024-12-03,2024-12-31,0.007868550532897818,-0.05010597134773526,0.05797452188063308,0.15798919691857694
2024-12-31,composite_momentum,2025-01-03,2025-01-31,-0.008702464354223572,0.03207754286371642,-0.04078000721793999,0.11076638910994085
2025-01-31,composite_momentum,2025-02-04,2025-02-28,-0.022451687227067932,-0.036081407035932996,0.013629719808865064,0.1259058237666142
2025-02-28,composite_momentum,2025-03-04,2025-03-31,-0.019753315997588793,-0.05583324066947404,0.03607992467188524,0.1665284210757505
2025-03-31,composite_momentum,2025-04-02,2025-04-30,0.010265891521032702,0.0022461244883633705,0.008019767032669331,0.17588370724976565
2025-04-30,composite_momentum,2025-05-02,2025-05-30,0.05055681698522181,0.07574871099573513,-0.02519189401051332,0.14626096952804013
2025-05-31,composite_momentum,2025-06-03,2025-06-30,0.07490374014515584,0.03875794518525655,0.036145794959899294,0.18769348350313608
2025-06-30,composite_momentum,2025-07-02,2025-07-31,0.06244520394470961,0.014444558269430209,0.048000645675279396,0.2447035375756086
2025-07-31,composite_momentum,2025-08-04,2025-08-29,0.16006151017442694,0.07725053912653163,0.08281097104789531,0.3477786461889951
2025-08-31,composite_momentum,2025-09-03,2025-09-30,0.0426114735951454,0.08515794430646667,-0.04254647071132127,0.29043542149357093
2025-09-30,composite_momentum,2025-10-02,2025-10-31,0.012994879709230302,0.016387700561402048,-0.003392820852171746,0.2860572052871466
2025-10-31,composite_momentum,2025-11-04,2025-11-26,0.06635907939764443,-0.020345848991520196,0.08670492838916463,0.39756470317593773
2019-01-31,composite_strength,2019-02-04,2019-02-28,0.11108002558795795,0.04924562739272243,0.061834398195235514,0.06183439819523562
2019-02-28,composite_strength,2019-03-04,2019-03-29,-0.00750417624751656,-0.014686029539798239,0.007181853292281679,0.06946033706377186
2019-03-31,composite_strength,2019-04-02,2019-04-30,-0.0007284332817287053,0.022010613230344905,-0.02273904651207361,0.045141828716460886
2019-04-30,composite_strength,2019-05-02,2019-05-31,-0.0725117176975838,-0.0686148143702171,-0.0038969033273666964,0.041069012046565545
2019-05-31,composite_strength,2019-06-04,2019-06-28,0.043413762863398105,0.06819017318005151,-0.024776410316653404,0.015275059036146788
2019-06-30,composite_strength,2019-07-02,2019-07-31,-0.020119794497349512,0.015541653919304413,-0.035661448416653925,-0.020931120110386114
2019-07-31,composite_strength,2019-08-02,2019-08-30,-0.04558693763938108,-0.023180853936945647,-0.02240608370243543,-0.04286821938364249
2019-08-31,composite_strength,2019-09-03,2019-09-30,0.015163483276678475,0.0467124438475224,-0.03154896057084392,-0.07306473219140952
2019-09-30,composite_strength,2019-10-02,2019-10-31,0.02302748979774168,0.048650554529249684,-0.025623064731508004,-0.09681565456038677
2019-10-31,composite_strength,2019-11-04,2019-11-29,0.03656648502180596,0.019073088388717022,0.01749339663308894,-0.08101589257281472
2019-11-30,composite_strength,2019-12-03,2019-12-31,0.10622531629686949,0.03601649111605977,0.07020882518080972,-0.016495098030516964
2019-12-31,composite_strength,2020-01-03,2020-01-31,0.024057567672515007,-0.024854927731321412,0.04891249540383642,0.031610580966715984
2020-01-31,composite_strength,2020-02-04,2020-02-28,-0.05544442723420981,-0.0927033325041091,0.03725890526989929,0.0700472618783805
2020-02-29,composite_strength,2020-03-03,2020-03-31,-0.23115600456506796,-0.2413264216762732,0.010170417111205227,0.08093008886038655
2020-03-31,composite_strength,2020-04-02,2020-04-30,0.3276375289698121,0.2403892709934159,0.08724825797639618,0.17523935610772656
2020-04-30,composite_strength,2020-05-04,2020-05-29,0.18132026805001306,0.09256503773800936,0.08875523031200369,0.2795479958307987
2020-05-31,composite_strength,2020-06-02,2020-06-30,0.11670044439675632,0.03809011545938689,0.07861032893736944,0.3801336846742096
2020-06-30,composite_strength,2020-07-02,2020-07-31,0.05098295075672395,0.03381129441483509,0.017171656341888865,0.40383286601329993
2020-07-31,composite_strength,2020-08-04,2020-08-31,0.01873543029532556,0.034511929815588406,-0.015776499520262846,0.3816852974761118
2020-08-31,composite_strength,2020-09-02,2020-09-30,-0.01865310127439589,-0.03419696510251537,0.015543863828119477,0.4031620255933954
2020-09-30,composite_strength,2020-10-02,2020-10-30,-0.004005523769117565,0.004507984926268548,-0.008513508695386113,0.3912161934874705
2020-10-31,composite_strength,2020-11-03,2020-11-30,0.24883050095116455,0.13611788283916926,0.11271261811199529,0.5480238130152475
2020-11-30,composite_strength,2020-12-02,2020-12-31,0.11911135703692752,0.0558062902378961,0.06330506679903142,0.6460215639046689
2020-12-31,composite_strength,2021-01-05,2021-01-29,0.18154132043280072,0.04405895034449895,0.13748237008830178,0.8723205097267357
2021-01-31,composite_strength,2021-02-02,2021-02-26,0.1116882561041583,0.053645366340066045,0.05804288976409226,0.9809954026758538
2021-02-28,composite_strength,2021-03-02,2021-03-31,-0.043662493164667054,0.02539750154907076,-0.06905999471373782,0.8441878706391204
2021-03-31,composite_strength,2021-04-05,2021-04-30,-0.013728867868144983,0.027309168412007794,-0.041038036280152776,0.7685060218964144
2021-04-30,composite_strength,2021-05-04,2021-05-28,0.01621900687980469,0.013061942979841503,0.0031570638999631855,0.7740893084150111
2021-05-31,composite_strength,2021-06-02,2021-06-30,0.060006859431254014,-0.0021947541075316448,0.06220161353878566,0.8844405259603332
2021-06-30,composite_strength,2021-07-02,2021-07-30,-0.07655596953001322,-0.0016554742946604554,-0.07490049523535276,0.7432949973243355
2021-07-31,composite_strength,2021-08-03,2021-08-31,0.02352133589809061,0.02176139655681896,0.0017599393412716484,0.7463630907735688
2021-08-31,composite_strength,2021-09-02,2021-09-30,-0.029076841602315703,-0.03433600072994063,0.005259159127624924,0.755547492162558
2021-09-30,composite_strength,2021-10-04,2021-10-29,0.02118519927997634,0.03765692453168864,-0.0164717252517123,0.7266305962053239
2021-10-31,composite_strength,2021-11-02,2021-11-30,-0.10384488242171028,-0.03300485329332876,-0.07084002912838153,0.604316034476184
2021-11-30,composite_strength,2021-12-02,2021-12-31,0.004110105225421627,0.061563855782956076,-0.05745375055753445,0.5121420612159364
2021-12-31,composite_strength,2022-01-04,2022-01-31,-0.14323395571939673,-0.06594400922600527,-0.07728994649339146,0.39526868221415
2022-01-31,composite_strength,2022-02-02,2022-02-28,-0.02464985721828082,-0.01598605019410184,-0.00866380702417898,0.383180343604566
2022-02-28,composite_strength,2022-03-02,2022-03-31,0.03879234722564892,0.024426943589332836,0.014365403636316085,0.4030502875422639
2022-03-31,composite_strength,2022-04-04,2022-04-29,-0.17235121082518487,-0.06713750491233918,-0.10521370591284569,0.2554301672078585
2022-04-30,composite_strength,2022-05-03,2022-05-31,-0.07642140021231568,0.003626358558686538,-0.08004775877100222,0.15493579602936491
2022-05-31,composite_strength,2022-06-02,2022-06-30,-0.0312542801855704,-0.07987050812581216,0.04861622794024176,0.21108441794547317
2022-06-30,composite_strength,2022-07-05,2022-07-29,0.08914999418867635,0.08054609122269273,0.008603902965983623,0.22150447076109092
2022-07-31,composite_strength,2022-08-02,2022-08-31,0.033276608838834876,-0.036705656562242756,0.06998226540107763,0.30698812082249627
2022-08-31,composite_strength,2022-09-02,2022-09-30,-0.10774088294542206,-0.08967380206520292,-0.018067080880219133,0.28337466073411055
2022-09-30,composite_strength,2022-10-04,2022-10-31,0.03292171681447562,0.0690324705662134,-0.03611075375173777,0.2370310343891211
2022-10-31,composite_strength,2022-11-02,2022-11-30,-0.020446477717252737,0.047439504220543625,-0.06788598193779637,0.1530539679320877
2022-11-30,composite_strength,2022-12-02,2022-12-30,-0.05441941893153716,-0.053311857949285654,-0.0011075609822515028,0.15177689034677577
2022-12-31,composite_strength,2023-01-04,2023-01-31,0.1807680288293902,0.10386504989456366,0.07690297893482653,0.24035196428273387
2023-01-31,composite_strength,2023-02-02,2023-02-28,-0.07407689703284702,-0.025847511180219628,-0.04822938585262739,0.1805305508042776
