Date,XLK,XLF,XLE,XLV,XLY,XLP,XLU,XLI,XLB,XLRE
2000-02-03,39.972259521484375,11.193039894104004,13.900909423828125,21.55006980895996,20.929838180541992,12.381011962890625,11.17835521697998,17.095491409301758,13.244403839111328,
2000-02-04,40.43924331665039,11.078044891357422,13.500070571899414,21.62483024597168,20.894939422607422,12.372507095336914,11.120664596557617,17.16473388671875,13.226762771606445,
2000-02-07,40.906219482421875,10.963046073913574,13.652386665344238,21.27242088317871,20.452836990356445,12.355484008789062,11.08862018585205,16.867942810058594,12.97087287902832,
2000-02-08,41.27979278564453,11.08570671081543,13.532139778137207,21.507352828979492,20.91819953918457,12.508652687072754,11.11426067352295,16.93720245361328,12.935576438903809,
2000-02-09,40.76610565185547,10.825048446655273,13.08320426940918,21.122922897338867,20.569175720214844,12.398030281066895,11.11426067352295,16.75911521911621,12.679692268371582,
2000-02-10,41.73508071899414,10.526058197021484,13.355772972106934,20.941383361816406,20.383033752441406,11.981077194213867,10.954017639160156,16.472209930419922,12.573802947998047,
2000-02-11,40.62603759765625,10.54905891418457,13.195441246032715,20.95205307006836,20.092178344726562,11.751323699951172,10.761727333068848,16.125944137573242,12.264970779418945,
2000-02-14,40.649391174316406,10.641048431396484,13.403874397277832,20.567617416381836,20.196887969970703,11.810887336730957,10.774550437927246,16.383174896240234,12.46791934967041,
2000-02-15,40.76610565185547,10.656388282775879,13.965041160583496,20.407434463500977,20.243425369262695,12.074674606323242,10.748912811279297,16.670072555541992,13.0061674118042,
2000-02-16,40.55598831176758,10.434059143066406,14.029175758361816,19.83077621459961,19.452299118041992,11.904491424560547,10.704041481018066,16.63050651550293,12.706161499023438,
2000-02-17,41.46658706665039,10.303726196289062,14.013137817382812,19.820093154907227,18.89385986328125,11.72579574584961,10.63994312286377,16.699752807617188,12.679692268371582,
2000-02-18,40.0656852722168,9.93574333190918,13.604291915893555,19.275466918945312,18.614639282226562,11.589652061462402,10.248964309692383,16.333709716796875,12.29144287109375,
2000-02-22,39.972259521484375,10.027734756469727,13.484039306640625,19.136646270751953,18.661182403564453,11.776856422424316,10.210505485534668,16.6008243560791,12.679692268371582,
2000-02-23,41.18638610839844,9.989402770996094,13.131302833557129,19.435653686523438,18.60300636291504,11.521571159362793,9.99898910522461,16.472209930419922,12.538512229919434,
2000-02-24,41.7000732421875,9.782411575317383,12.987008094787598,19.286144256591797,18.009674072265625,11.283316612243652,9.665687561035156,16.323810577392578,12.088500022888184,
2000-02-25,41.30313491821289,9.721075057983398,12.73046875,18.688119888305664,18.0794677734375,11.0025053024292,9.614412307739258,16.03691291809082,11.894378662109375,
2000-02-28,40.81281280517578,10.035401344299316,13.115269660949707,19.019168853759766,18.730989456176758,11.215242385864258,9.890026092529297,16.086368560791016,11.929671287536621,
2000-02-29,41.74674987792969,10.10439682006836,13.419909477233887,19.232744216918945,19.12654685974121,11.17269229888916,9.960535049438477,16.26445198059082,11.850262641906738,
2000-03-01,42.16702651977539,10.242400169372559,13.75660514831543,19.392932891845703,18.90550422668457,11.07058048248291,10.396388053894043,16.1754207611084,11.726723670959473,
2000-03-02,42.5872917175293,10.181065559387207,14.013137817382812,19.307498931884766,18.88222885131836,11.096105575561523,10.665586471557617,16.23478126525879,11.470841407775879,
2000-03-03,43.766387939453125,10.273065567016602,13.788670539855957,19.574481964111328,19.231250762939453,11.036547660827637,10.761727333068848,16.679983139038086,11.84142780303955,
2000-03-06,43.696327209472656,10.1733980178833,13.708510398864746,19.19003677368164,18.777528762817383,10.772753715515137,10.460476875305176,16.610715866088867,11.559078216552734,
2000-03-07,42.493892669677734,9.866741180419922,14.65447998046875,18.837631225585938,18.25398063659668,10.194131851196289,10.338692665100098,15.947869300842285,11.188486099243164,
2000-03-08,43.24104690551758,9.751740455627441,14.41397476196289,18.74151611328125,18.475034713745117,10.5089693069458,10.409199714660645,16.116060256958008,11.426718711853027,
2000-03-09,44.548561096191406,9.805407524108887,14.430008888244629,19.179359436035156,18.84732437133789,10.789779663085938,10.492526054382324,16.28423500061035,11.409072875976562,
2000-03-10,44.64192581176758,9.83607292175293,14.237608909606934,19.019168853759766,18.59137535095215,10.662139892578125,10.492526054382324,16.323810577392578,11.506133079528809,
2000-03-13,43.98818588256836,9.93574333190918,14.029175758361816,18.880352020263672,18.440134048461914,10.49195384979248,10.524574279785156,16.07647132873535,11.682609558105469,
2000-03-14,42.984214782714844,9.897404670715332,14.205535888671875,18.93374252319336,18.475034713745117,10.432382583618164,10.454072952270508,15.987446784973145,11.479660987854004,
2000-03-15,42.237064361572266,10.503060340881348,14.141404151916504,19.02984046936035,19.59191131591797,11.096105575561523,10.511754989624023,16.63050651550293,12.167915344238281,
2000-03-16,43.70798873901367,11.407697677612305,14.750673294067383,20.012313842773438,21.034549713134766,11.572633743286133,10.92197322845459,17.530790328979492,12.882637023925781,
2000-03-17,44.735347747802734,11.41108226776123,14.3013916015625,20.03367042541504,21.08724021911621,11.524415969848633,11.00985050201416,17.507474899291992,12.453274726867676,
2000-03-20,44.548561096191406,11.195631980895996,14.076172828674316,20.41811752319336,20.88906478881836,11.421978950500488,10.964643478393555,17.60660171508789,12.6036376953125,
2000-03-21,45.71595001220703,11.603449821472168,14.526611328125,20.546262741088867,21.12220573425293,11.635396957397461,10.893611907958984,17.983327865600586,12.754002571105957,
2000-03-22,46.50981521606445,11.703476905822754,14.414006233215332,21.069530487060547,21.028959274291992,11.541484832763672,10.64177131652832,17.904020309448242,12.426745414733887,
2000-03-23,47.39704895019531,12.11129379272461,14.397908210754395,21.15496063232422,21.08724021911621,11.447583198547363,10.82258415222168,18.320384979248047,12.807066917419434,
2000-03-24,47.80563735961914,12.249797821044922,14.430095672607422,21.336505889892578,21.157169342041016,11.242707252502441,10.719258308410645,18.429443359375,12.745149612426758,
2000-03-27,48.190887451171875,11.8496732711792,14.478351593017578,21.186996459960938,21.098892211914062,11.097587585449219,10.867779731750488,18.201419830322266,12.692086219787598,
2000-03-28,47.023475646972656,11.942010879516602,14.414006233215332,21.208349227905273,21.168832778930664,11.225635528564453,10.816118240356445,18.151851654052734,12.453274726867676,
2000-03-29,45.645912170410156,11.8496732711792,15.170099258422852,20.88798713684082,21.588483810424805,11.498806953430176,11.00985050201416,18.379871368408203,12.709773063659668,
2000-03-30,44.40846252441406,11.872759819030762,15.170099258422852,20.588977813720703,22.066417694091797,11.652466773986816,10.984016418457031,18.49884033203125,13.054722785949707,
2000-03-31,45.249000549316406,11.949708938598633,15.089659690856934,20.96274185180664,21.833274841308594,11.592710494995117,11.048592567443848,18.528568267822266,13.045873641967773,
2000-04-03,43.33445358276367,12.526796340942383,15.34705638885498,20.95205307006836,22.486055374145508,12.12198257446289,11.119617462158203,18.60787582397461,13.470417976379395,
2000-04-04,42.91417694091797,12.026653289794922,15.154007911682129,20.717119216918945,22.206289291381836,12.463438987731934,11.274596214294434,18.39969825744629,13.346593856811523,
2000-04-05,43.194339752197266,11.934318542480469,14.70356559753418,20.578292846679688,22.24126434326172,12.29271411895752,11.423117637634277,18.330305099487305,13.24045467376709,
2000-04-06,43.754722595214844,12.06512451171875,15.089659690856934,20.973421096801758,22.47439193725586,12.070759773254395,11.494144439697266,18.488914489746094,13.160848617553711,
2000-04-07,45.249000549316406,11.818899154663086,14.856385231018066,21.026813507080078,22.47439193725586,11.91710090637207,11.461862564086914,18.766504287719727,12.948575973510742,
2000-04-10,43.6146240234375,12.157463073730469,14.6392183303833,20.88798713684082,22.998966217041016,12.215876579284668,11.436036109924316,18.796241760253906,13.266988754272461,
2000-04-11,42.54059982299805,12.311347961425781,14.896615028381348,21.069530487060547,23.162147521972656,12.429293632507324,11.733072280883789,19.024255752563477,13.585393905639648,
2000-04-12,39.78550338745117,12.365216255187988,15.025310516357422,20.685083389282227,23.115528106689453,12.574418067932129,11.83639144897461,18.687191009521484,13.939184188842773,
2000-04-13,39.026676177978516,12.042044639587402,14.99314022064209,20.161813735961914,22.684226989746094,12.489049911499023,11.849308013916016,18.73676872253418,13.550023078918457,
2000-04-14,36.983699798583984,11.064826965332031,14.67139720916748,18.944419860839844,20.88906478881836,11.874420166015625,11.416659355163574,17.507474899291992,12.807066917419434,
2000-04-17,38.99165725708008,11.157163619995117,14.317485809326172,19.104612350463867,20.912382125854492,12.215876579284668,11.24231243133545,17.933757781982422,12.82475757598877,
2000-04-18,41.209747314453125,11.603449821472168,14.389872550964355,19.627878189086914,21.355342864990234,12.29271411895752,11.274596214294434,18.003149032592773,12.585946083068848,
2000-04-19,39.855525970458984,11.449556350708008,14.70356559753418,20.140466690063477,21.518531799316406,12.437834739685059,11.377918243408203,18.07254409790039,12.426745414733887,
2000-04-20,39.505313873291016,11.665003776550293,14.72769832611084,20.22588539123535,21.798311233520508,12.429293632507324,11.416659355163574,18.22124671936035,12.736310958862305,
2000-04-24,38.29122543334961,11.942010879516602,14.888568878173828,19.93756866455078,22.031448364257812,12.770761489868164,11.72661304473877,18.24107551574707,12.762837409973145,
2000-04-25,40.5092887878418,12.311347961425781,14.912707328796387,20.439477920532227,22.427776336669922,12.711003303527832,12.07531452178955,19.192779541015625,12.780529975891113,
2000-04-26,39.73879623413086,12.06512451171875,15.10575008392334,20.65305519104004,22.40445899963379,12.565878868103027,12.049478530883789,18.905288696289062,12.559420585632324,
2000-04-27,40.97624969482422,11.818899154663086,15.314881324768066,20.524900436401367,21.938182830810547,12.565878868103027,11.778267860412598,18.92511749267578,12.515192031860352,
2000-04-28,41.0930061340332,12.06512451171875,14.864448547363281,20.717119216918945,21.3786563873291,12.207347869873047,11.771815299987793,18.796241760253906,12.612486839294434,
2000-05-01,41.676719665527344,11.795812606811523,15.10575008392334,20.781190872192383,22.031448364257812,12.361005783081055,11.771815299987793,19.23244285583496,12.594795227050781,
2000-05-02,40.906219482421875,11.680397033691406,15.322917938232422,20.364717483520508,21.87990379333496,12.39515495300293,11.345630645751953,19.03416633605957,12.983957290649414,
2000-05-03,39.13174819946289,11.472636222839355,14.928787231445312,19.798736572265625,20.842443466186523,12.39515495300293,11.384376525878906,18.39969825744629,12.771686553955078,
2000-05-04,38.85155487060547,11.295672416687012,15.314881324768066,19.734661102294922,20.504390716552734,12.39515495300293,11.364996910095215,18.429443359375,12.904359817504883,
2000-05-05,39.913917541503906,11.372612953186035,15.475751876831055,19.713306427001953,20.760845184326172,12.685394287109375,11.390830039978027,18.756580352783203,12.895509719848633,
2000-05-08,38.501346588134766,11.59575366973877,15.668800354003906,19.75602149963379,20.702556610107422,12.950032234191895,11.468318939208984,18.74667739868164,12.82475757598877,
2000-05-09,37.789207458496094,11.564976692199707,15.67684268951416,19.6171875,20.912382125854492,13.009783744812012,11.429574012756348,18.59796142578125,13.054722785949707,
2000-05-10,35.95636749267578,11.257194519042969,15.72510051727295,19.585163116455078,20.912382125854492,12.924419403076172,11.649124145507812,18.409608840942383,12.895509719848633,
2000-05-11,36.972042083740234,11.59575366973877,16.215757369995117,19.563800811767578,21.098892211914062,12.90734577178955,11.823468208312988,18.865633010864258,13.063559532165527,
2000-05-12,37.45067596435547,11.726557731628418,16.272056579589844,19.905527114868164,21.4019718170166,12.736605644226074,11.63621711730957,19.093650817871094,13.107780456542969,
2000-05-15,38.151123046875,12.249797821044922,16.609893798828125,20.23656463623047,21.471921920776367,13.052468299865723,11.862218856811523,19.410892486572266,13.337745666503906,
2000-05-16,39.295188903808594,12.18054485321045,16.288148880004883,20.503541946411133,21.635108947753906,12.992712020874023,11.810563087463379,19.589336395263672,13.196229934692383,
2000-05-17,38.73481750488281,11.972792625427246,16.368576049804688,20.26861000061035,21.12220573425293,13.035391807556152,11.629751205444336,19.460453033447266,13.231610298156738,
2000-05-18,37.754215240478516,12.12668228149414,16.344453811645508,20.24725914001465,21.541854858398438,13.009783744812012,11.72661304473877,19.371232986450195,13.125476837158203,
2000-05-19,36.28324890136719,11.911229133605957,16.37662124633789,19.713306427001953,20.993986129760742,13.10368537902832,11.507057189941406,18.83589744567871,13.160848617553711,
2000-05-22,36.11980438232422,12.06512451171875,16.23988151550293,19.489042282104492,20.679237365722656,13.060999870300293,11.584552764892578,18.508747100830078,13.090094566345215,
2000-05-23,34.36870574951172,12.142067909240723,16.1755313873291,19.328857421875,20.585988998413086,12.992712020874023,11.37145709991455,18.429443359375,12.904359817504883,
2000-05-24,35.72289276123047,12.295963287353516,16.191627502441406,19.45701789855957,20.212970733642578,13.274415969848633,11.56517505645752,18.697101593017578,12.851286888122559,
2000-05-25,35.13920211791992,11.988178253173828,15.89401912689209,19.307498931884766,20.026458740234375,13.24027156829834,11.37145709991455,18.36004638671875,12.382525444030762,
2000-05-26,35.255916595458984,11.942010879516602,15.902064323425293,19.158000946044922,19.606813430786133,13.282954216003418,11.597466468811035,18.260906219482422,12.187938690185547,
2000-05-30,37.5440559387207,12.188238143920898,16.12727165222168,19.9482421875,19.758359909057617,13.206128120422363,11.681407928466797,18.58806800842285,12.320611000061035,
2000-05-31,36.82026672363281,12.33443546295166,16.609893798828125,20.161813735961914,20.22463035583496,13.078080177307129,11.745983123779297,18.71693229675293,12.214476585388184,
2000-06-01,38.47798538208008,12.74224853515625,16.457059860229492,20.03367042541504,20.376169204711914,13.112226486206055,11.829936981201172,18.865633010864258,12.249855995178223,
2000-06-02,40.22911071777344,13.265483856201172,15.89401912689209,20.524900436401367,20.935701370239258,12.659781455993652,11.791189193725586,19.00442886352539,12.453274726867676,
2000-06-05,40.34587097167969,12.9653902053833,15.668800354003906,20.460826873779297,20.81912612915039,12.642707824707031,11.519972801208496,18.974693298339844,12.347137451171875,
2000-06-06,39.78550338745117,12.680697441101074,16.28010368347168,20.289966583251953,20.154693603515625,12.685394287109375,11.791189193725586,18.83589744567871,12.364828109741211,
2000-06-07,40.53263854980469,12.865364074707031,16.07097053527832,20.23656463623047,20.154693603515625,12.821978569030762,11.83639144897461,18.74667739868164,12.099495887756348,
2000-06-08,40.34587097167969,12.649910926818848,16.151409149169922,20.07638168334961,19.956523895263672,12.821978569030762,11.907419204711914,18.449270248413086,12.081803321838379,
2000-06-09,40.43924331665039,12.434467315673828,16.04684066772461,20.375394821166992,19.630130767822266,12.967109680175781,12.055937767028809,18.518659591674805,12.064119338989258,
2000-06-12,39.59870910644531,12.542191505432129,16.408796310424805,20.183177947998047,19.14054298400879,12.950032234191895,12.00428581237793,18.53849220275879,12.134871482849121,
2000-06-13,40.43924331665039,12.526796340942383,16.408796310424805,19.905527114868164,19.51356315612793,13.095154762268066,12.262577056884766,18.6177921295166,11.789929389953613,
2000-06-14,39.69211959838867,12.74224853515625,16.38467025756836,20.24725914001465,19.58350944519043,13.265887260437012,12.210916519165039,18.578142166137695,12.099495887756348,
2000-06-15,40.48594284057617,12.442163467407227,16.151409149169922,20.82391929626465,19.5368709564209,13.513448715209961,12.146345138549805,18.756580352783203,12.099495887756348,
2000-06-16,40.62603759765625,11.859735488891602,16.42349624633789,20.588977813720703,19.317312240600586,13.262300491333008,12.01064682006836,18.427806854248047,12.156368255615234,
2000-06-19,41.91017532348633,12.168581008911133,16.286090850830078,20.717119216918945,19.2939453125,13.287968635559082,12.205831527709961,18.239059448242188,11.765371322631836,
2000-06-20,42.026939392089844,12.01416015625,16.197181701660156,20.685083389282227,18.873498916625977,13.056944847106934,12.075708389282227,17.672821044921875,11.552103042602539,
2000-06-21,42.4005012512207,11.921506881713867,16.48814582824707,20.588977813720703,18.745033264160156,13.31363582611084,12.114749908447266,17.742361068725586,11.49878215789795,
2000-06-22,41.0930061340332,11.913785934448242,16.051698684692383,20.546262741088867,18.66327667236328,13.022721290588379,12.03667163848877,17.354915618896484,11.49878215789795,
2000-06-23,40.21744918823242,11.828851699829102,16.253759384155273,20.161813735961914,18.78006362915039,13.176737785339355,12.075708389282227,17.543672561645508,11.507669448852539,
2000-06-26,40.48594284057617,12.01416015625,16.124435424804688,19.969593048095703,18.78006362915039,13.347864151000977,12.03667163848877,17.960908889770508,11.241086959838867,
2000-06-27,40.08903121948242,12.129982948303223,16.011287689208984,19.926883697509766,19.317312240600586,13.553215026855469,11.711357116699219,18.04036521911621,11.694275856018066,
2000-06-28,40.48594284057617,12.037323951721191,15.873888969421387,19.841453552246094,19.247230529785156,13.553215026855469,11.808958053588867,18.268856048583984,11.667625427246094,
2000-06-29,39.69211959838867,12.0295991897583,15.906222343444824,20.140466690063477,18.920215606689453,13.673005104064941,11.620272636413574,17.95097541809082,11.45434856414795,
2000-06-30,40.48594284057617,11.736197471618652,15.696080207824707,20.20453643798828,19.13043975830078,13.818466186523438,11.347002983093262,17.980770111083984,11.16999626159668,
2000-07-03,40.76610565185547,11.952391624450684,15.79306411743164,20.161813735961914,19.387374877929688,13.844124794006348,11.68532943725586,18.219192504882812,11.481012344360352,
2000-07-05,39.458614349365234,12.083653450012207,15.138382911682129,20.289966583251953,19.6209716796875,13.878357887268066,11.789436340332031,18.060239791870117,11.534331321716309,
2000-07-06,40.0656852722168,12.176302909851074,15.291966438293457,20.24725914001465,19.761117935180664,13.89547061920166,11.802448272705078,18.01057243347168,11.232192993164062,
2000-07-07,40.71943664550781,12.384775161743164,15.364703178405762,20.41811752319336,20.718795776367188,13.801350593566895,11.926067352294922,18.09998321533203,11.178875923156738,
2000-07-10,40.27581787109375,12.415664672851562,15.437434196472168,20.24725914001465,21.022462844848633,13.929696083068848,11.926067352294922,18.119842529296875,11.338830947875977,
2000-07-11,39.948936462402344,12.47742748260498,15.987046241760254,20.022998809814453,21.17429542541504,13.938247680664062,11.815455436706543,18.46755027770996,11.943090438842773,
2000-07-12,40.97624969482422,12.655020713806152,15.77690315246582,20.396753311157227,21.232688903808594,13.655893325805664,11.867507934570312,18.537090301513672,11.880890846252441,
2000-07-13,41.770084381103516,12.531476974487305,15.534427642822266,20.460826873779297,20.835599899291992,13.450541496276855,11.91955852508545,18.686094284057617,12.01418685913086,
2000-07-14,42.54059982299805,12.739948272705078,15.518263816833496,20.781190872192383,21.092546463012695,13.296527862548828,11.7568998336792,18.874845504760742,11.774255752563477,
2000-07-17,42.89082717895508,12.500595092773438,15.316195487976074,20.524900436401367,20.975746154785156,13.364981651306152,11.659303665161133,18.984119415283203,11.587645530700684,
2000-07-18,42.026939392089844,12.523756980895996,15.453603744506836,20.20453643798828,21.022462844848633,13.382087707519531,11.613763809204102,19.033788681030273,11.40992259979248,
2000-07-19,41.0930061340332,12.47742748260498,15.413189888000488,20.33268165588379,20.75383949279785,13.39920425415039,11.730877876281738,18.874845504760742,11.40992259979248,
2000-07-20,41.95689392089844,12.794000625610352,15.259626388549805,20.65305519104004,20.69544792175293,13.176737785339355,11.542190551757812,19.10332679748535,11.321062088012695,
2000-07-21,41.04631805419922,12.75539779663086,14.968661308288574,20.140466690063477,20.648731231689453,13.210962295532227,11.659303665161133,19.073518753051758,11.374374389648438,
2000-07-24,40.04232406616211,12.832601547241211,14.815092086791992,19.9482421875,20.321712493896484,13.484762191772461,11.620272636413574,18.934450149536133,11.3921480178833,
2000-07-25,40.71943664550781,12.8557710647583,14.677684783935547,19.958908081054688,20.368425369262695,13.245195388793945,11.71786117553711,18.97418785095215,11.249966621398926,
2000-07-26,40.18243408203125,12.794000625610352,14.798920631408691,19.798736572265625,20.29836082458496,13.253746032714844,11.607259750366211,18.73576545715332,11.178875923156738,
2000-07-27,39.0150032043457,12.832601547241211,15.308115005493164,19.926883697509766,20.461864471435547,13.347864151000977,11.561715126037598,18.606618881225586,11.30328369140625,
2000-07-28,37.5673942565918,12.554641723632812,15.194965362548828,19.713306427001953,19.831188201904297,13.459092140197754,11.490143775939941,17.980770111083984,11.21442699432373,
2000-07-31,38.33790588378906,12.770833969116211,15.097973823547363,19.905527114868164,19.43409538269043,13.31363582611084,11.522673606872559,18.258930206298828,11.267743110656738,
2000-08-01,37.894290924072266,12.8557710647583,15.380860328674316,20.07638168334961,19.714406967163086,13.758569717407227,11.776427268981934,18.398006439208984,11.276628494262695,
2000-08-02,37.73084259033203,12.840327262878418,15.671826362609863,20.161813735961914,19.714406967163086,13.750016212463379,11.97160816192627,18.31852912902832,11.3477144241333,
2000-08-03,38.45463562011719,13.180057525634766,15.453603744506836,20.26861000061035,19.6209716796875,13.827014923095703,11.991129875183105,18.348344802856445,11.47213077545166,
2000-08-04,38.45463562011719,13.689655303955078,15.518263816833496,20.685083389282227,19.539213180541992,13.724343299865723,11.926067352294922,18.576820373535156,11.36549186706543,
2000-08-07,39.248477935791016,13.728263854980469,15.720330238342285,20.524900436401367,20.064773559570312,13.553215026855469,12.160296440124512,19.123199462890625,11.587645530700684,
2000-08-08,39.31851577758789,13.728263854980469,15.75265884399414,20.588977813720703,20.660411834716797,13.61310863494873,11.84148120880127,19.29207992553711,11.872002601623535,
2000-08-09,39.458614349365234,13.635607719421387,16.035533905029297,20.396753311157227,20.29836082458496,13.056944847106934,11.652801513671875,19.460960388183594,11.880890846252441,
2000-08-10,38.618080139160156,13.558394432067871,16.181013107299805,20.439477920532227,19.714406967163086,13.287968635559082,11.652801513671875,19.411291122436523,11.703163146972656,
2000-08-11,38.7581672668457,13.766863822937012,16.164857864379883,20.567617416381836,19.994705200195312,13.382087707519531,11.78292465209961,19.629840850830078,11.943090438842773,
2000-08-14,39.55202865600586,13.944452285766602,16.391164779663086,20.80255126953125,20.251638412475586,13.424869537353516,11.854498863220215,19.828521728515625,11.943090438842773,
2000-08-15,39.645408630371094,13.689655303955078,16.326509475708008,20.695764541625977,19.667678833007812,13.39920425415039,11.932568550109863,19.580163955688477,12.01418685913086,
2000-08-16,39.69211959838867,13.527507781982422,16.552814483642578,20.396753311157227,19.282272338867188,13.536103248596191,11.763404846191406,19.490764617919922,12.01418685913086,
2000-08-17,40.43924331665039,13.705100059509277,16.940763473510742,20.588977813720703,19.2939453125,13.459092140197754,11.607259750366211,19.590105056762695,12.040843963623047,
2000-08-18,40.48594284057617,13.604727745056152,16.746780395507812,20.588977813720703,19.550888061523438,13.296527862548828,11.672319412231445,19.530500411987305,11.827576637268066,
2000-08-21,40.6727294921875,13.712817192077637,16.811433792114258,20.65305519104004,19.083724975585938,13.43342113494873,11.750399589538574,19.808650970458984,11.765371322631836,
2000-08-22,40.6727294921875,13.859519004821777,16.762958526611328,20.396753311157227,19.457456588745117,13.382087707519531,11.607259750366211,19.768918991088867,11.649849891662598,
2000-08-23,41.06965637207031,13.681940078735352,17.19939422607422,20.41811752319336,19.34066390991211,13.4676513671875,11.698345184326172,19.669580459594727,11.596531867980957,
2000-08-24,41.45489501953125,13.658770561218262,16.82761001586914,20.364717483520508,19.34066390991211,13.382087707519531,11.672319412231445,19.878190994262695,11.61430549621582,
2000-08-25,41.31481170654297,13.473458290100098,16.87610626220703,20.70644760131836,19.515850067138672,13.43342113494873,11.659303665161133,19.96759796142578,11.552103042602539,
2000-08-28,41.653343200683594,13.728263854980469,16.940763473510742,20.503541946411133,19.200511932373047,13.39064884185791,11.867507934570312,20.235820770263672,11.534331321716309,
2000-08-29,41.7000732421875,13.589278221130371,16.95693588256836,20.599647521972656,19.118757247924805,13.185293197631836,11.763404846191406,20.10666847229004,11.374374389648438,
2000-08-30,41.41987991333008,13.712817192077637,16.811433792114258,20.738479614257812,18.89686393737793,13.12540340423584,11.880523681640625,19.917930603027344,11.401036262512207,
2000-08-31,42.237064361572266,14.067997932434082,16.746780395507812,20.610336303710938,18.62824058532715,13.151067733764648,11.97160816192627,20.066951751708984,11.525444030761719,
2000-09-01,42.26041030883789,13.836353302001953,16.916519165039062,20.588977813720703,19.001968383789062,13.074056625366211,12.114749908447266,20.245758056640625,11.40992259979248,
2000-09-05,41.30313491821289,14.00622272491455,16.916519165039062,20.183177947998047,19.200511932373047,13.031277656555176,12.160296440124512,20.245758056640625,11.64096450805664,
2000-09-06,40.25246047973633,14.114320755004883,17.288311004638672,20.09774398803711,19.48081398010254,12.868704795837402,12.309938430786133,20.3450984954834,11.836464881896973,
2000-09-07,40.906219482421875,13.998505592346191,17.207487106323242,19.93756866455078,19.317312240600586,12.988497734069824,12.309938430786133,20.225879669189453,11.267743110656738,
2000-09-08,39.59870910644531,14.315072059631348,17.00542640686035,19.9482421875,19.679363250732422,12.979944229125977,12.7003173828125,19.987470626831055,11.072245597839355,
