Date,SPY,EFA,AGG,VNQ,GSG,FXE,EEM,GLD,TIP,LQD,USO,UNG,HYG,IWM,QQQ
2003-10-07,69.46604919433594,22.188709259033203,50.59451675415039,,,,10.414454460144043,,,109.63999938964844,,,,38.789207458496094,29.33793067932129
2003-10-08,69.2928237915039,22.09707260131836,50.719085693359375,,,,10.492218017578125,,,110.04000091552734,,,,38.48618698120117,29.15167236328125
2003-10-09,69.4793701171875,22.249794006347656,50.53969192504883,,,,10.668822288513184,,,109.66000366210938,,,,38.89023971557617,29.37178611755371
2003-10-10,69.67259216308594,22.343223571777344,50.818687438964844,,,,10.79963493347168,,,110.19999694824219,,,,38.841609954833984,29.642736434936523
2003-10-13,69.89247131347656,22.564207077026367,50.59451675415039,,,,10.963157653808594,,,110.12999725341797,,,,39.451419830322266,29.83747100830078
2003-10-14,70.13896942138672,22.682788848876953,50.49489974975586,,,,10.753853797912598,,,109.68000030517578,,,,39.70957946777344,29.913686752319336
2003-10-15,69.95243835449219,22.467185974121094,50.370323181152344,,,,10.883939743041992,,,109.69000244140625,,,,39.211978912353516,29.786670684814453
2003-10-16,70.23224639892578,22.60194206237793,50.23579406738281,,,,10.881036758422852,,,109.33999633789062,,,,39.56367111206055,30.023757934570312
2003-10-17,69.46604919433594,22.48515510559082,50.474918365478516,,,,10.814896583557129,,,109.94000244140625,,,,38.79670715332031,29.3040714263916
2003-10-20,69.9857406616211,22.72590446472168,50.44501876831055,,,,10.875221252441406,,,110.04000091552734,,,,38.99125289916992,29.668128967285156
2003-10-21,69.86579132080078,22.648649215698242,50.54468536376953,,,,10.929726600646973,,,110.08000183105469,,,,39.16708755493164,29.845945358276367
2003-10-22,68.98631286621094,22.427656173706055,50.76890182495117,,,,10.769113540649414,,,110.4000015258789,,,,38.31034851074219,29.270185470581055
2003-10-23,68.8597412109375,22.143781661987305,50.64431381225586,,,,10.610676765441895,,,109.80000305175781,,,,37.97364807128906,28.931516647338867
2003-10-24,69.01297760009766,22.18691062927246,50.89344024658203,,,,10.554720878601074,,,110.5999984741211,,,,37.88010025024414,28.956911087036133
2003-10-27,69.04629516601562,22.285730361938477,50.7938117980957,,,,10.67608642578125,,,110.3499984741211,,,,38.433815002441406,28.965377807617188
2003-10-28,69.9857406616211,22.54804229736328,50.99307632446289,,,,10.822163581848145,,,111.08000183105469,,,,39.357879638671875,29.939075469970703
2003-10-29,70.07901000976562,22.52108383178711,50.76890182495117,,,,10.912284851074219,,,110.30000305175781,,,,39.61979293823242,29.905214309692383
2003-10-30,70.22561645507812,22.546239852905273,50.76890182495117,,,,10.873039245605469,,,110.1500015258789,,,,39.73200225830078,29.964488983154297
2003-10-31,70.15899658203125,22.386329650878906,50.68918228149414,,,,10.785829544067383,,,110.1500015258789,,,,39.47013473510742,29.786670684814453
2003-11-03,70.61870574951172,22.499528884887695,50.598690032958984,,,,11.043100357055664,,,109.77999877929688,,,,40.13982009887695,30.277755737304688
2003-11-04,70.46549224853516,22.62349510192871,50.69867706298828,,,,11.073628425598145,,,109.94999694824219,,,,40.195919036865234,30.074546813964844
2003-11-05,70.51876068115234,22.494140625,50.69867706298828,,,,11.08816146850586,,,109.18000030517578,,,,40.39421081542969,30.34549331665039
2003-11-06,70.8918685913086,22.296504974365234,50.423667907714844,,,,11.008938789367676,,,108.58000183105469,,,,40.71223831176758,30.430160522460938
2003-11-07,70.36550903320312,22.50312042236328,50.44871139526367,,,,11.020575523376465,,,108.79000091552734,,,,40.401702880859375,30.16769027709961
2003-11-10,70.07901000976562,22.31626319885254,50.54365158081055,,,,10.868678092956543,,,108.47000122070312,,,,39.750732421875,29.795129776000977
2003-11-11,70.05902862548828,22.231828689575195,50.45366287231445,,,,10.729140281677246,,,108.94000244140625,,,,39.47761917114258,29.685062408447266
