Date,DGRW,GGRW,DON,DES,DEM,DTH,DHS
2006-06-16,,,9.810129165649414,8.973692893981934,,20.56517791748047,24.52144432067871
2006-06-19,,,9.720232009887695,8.905776023864746,,20.3547420501709,24.394001007080078
2006-06-20,,,9.704588890075684,8.866458892822266,,20.573434829711914,24.438112258911133
2006-06-21,,,9.810129165649414,8.957603454589844,,20.9200382232666,24.50673484802246
2006-06-22,,,9.747586250305176,8.887907028198242,,20.569307327270508,24.359683990478516
2006-06-23,,,9.774948120117188,8.929014205932617,,20.63945770263672,24.349897384643555
2006-06-26,,,9.794502258300781,9.052331924438477,,20.70134162902832,24.48712921142578
2006-06-27,,,9.75345516204834,8.973692893981934,,20.346492767333984,24.33517837524414
2006-06-28,,,9.743682861328125,8.937947273254395,,20.569307327270508,24.482236862182617
2006-06-29,,,9.950867652893066,9.07377815246582,,20.88702392578125,24.90374755859375
2006-06-30,,,10.019280433654785,9.261438369750977,,21.47295570373535,24.96745491027832
2006-07-03,,,10.081820487976074,9.300759315490723,,21.59674072265625,25.139013290405273
2006-07-05,,,10.040780067443848,9.229264259338379,,21.382173538208008,25.03117561340332
2006-07-06,,,10.023188591003418,9.259651184082031,,21.57610511779785,25.139013290405273
2006-07-07,,,10.001683235168457,9.198891639709473,,21.551359176635742,25.222335815429688
2006-07-10,,,10.038819313049316,9.239986419677734,,21.522462844848633,25.241928100585938
2006-07-11,,,10.074012756347656,9.307904243469238,,21.625635147094727,25.286056518554688
2006-07-12,,,9.991912841796875,9.168501853942871,,21.287277221679688,25.075284957885742
2006-07-13,,,9.859002113342285,9.029097557067871,,21.179990768432617,24.85964012145996
2006-07-14,,,9.782767295837402,8.984413146972656,,20.783872604370117,24.69788932800293
2006-07-17,,,9.782767295837402,8.984413146972656,,20.54867172241211,24.717514038085938
2006-07-18,,,9.72217845916748,9.030888557434082,,20.540428161621094,24.737096786499023
2006-07-19,,,10.003637313842773,9.28467082977295,,21.24601936340332,25.30074119567871
2006-07-20,,,9.90982437133789,9.206029891967773,,21.146984100341797,25.227251052856445
2006-07-21,,,9.800359725952148,9.02730941772461,,21.085094451904297,25.15372085571289
2006-07-24,,,9.903955459594727,9.197094917297363,,21.505958557128906,25.491893768310547
2006-07-25,,,10.011457443237305,9.207817077636719,,21.349163055419922,25.687942504882812
2006-07-26,,,9.99972915649414,9.223910331726074,,21.662765502929688,25.781076431274414
2006-07-27,,,9.927412986755371,9.11489200592041,,21.683395385742188,25.66345977783203
2006-07-28,,,10.06226921081543,9.295392990112305,,22.0877628326416,26.016361236572266
2006-07-31,,,10.03491497039795,9.265009880065918,,21.95159912109375,25.9183292388916
2006-08-01,,,10.031005859375,9.19530963897705,,21.80304718017578,25.87911605834961
2006-08-02,,,10.044687271118164,9.22032642364502,,22.067121505737305,25.952621459960938
2006-08-03,,,10.115055084228516,9.315051078796387,,21.98048210144043,26.040857315063477
2006-08-04,,,10.160011291503906,9.293609619140625,,22.096017837524414,26.080055236816406
2006-08-07,,,10.109188079833984,9.231053352355957,,21.972225189208984,25.92812156677246
2006-08-08,,,10.12678337097168,9.139907836914062,,21.93509864807129,25.888906478881836
2006-08-09,,,10.044687271118164,9.077349662780762,,22.067121505737305,25.74186897277832
2006-08-10,,,10.01732349395752,9.118454933166504,,21.972225189208984,25.820293426513672
2006-08-11,,,9.948914527893066,9.061264038085938,,21.811309814453125,25.70756721496582
2006-08-14,,,9.982138633728027,9.129179954528809,,21.881452560424805,25.751686096191406
2006-08-15,,,10.107240676879883,9.28467082977295,,22.277570724487305,26.07516860961914
2006-08-16,,,10.17759895324707,9.347220420837402,,22.397228240966797,26.163389205932617
2006-08-17,,,10.19323444366455,9.365099906921387,,22.37247657775879,26.163389205932617
2006-08-18,,,10.197152137756348,9.368671417236328,,22.388980865478516,26.30061912536621
2006-08-21,,,10.18150520324707,9.329349517822266,,22.50864028930664,26.25160789489746
2006-08-22,,,10.214738845825195,9.354374885559082,,22.331214904785156,26.315330505371094
2006-08-23,,,10.12482738494873,9.24892807006836,,22.442623138427734,26.212398529052734
2006-08-24,,,10.13459587097168,9.263224601745605,,22.578784942626953,26.30061912536621
2006-08-25,,,10.117012023925781,9.239986419677734,,22.512775421142578,26.276119232177734
2006-08-28,,,10.197152137756348,9.311476707458496,,23.102834701538086,26.423160552978516
2006-08-29,,,10.226460456848145,9.399055480957031,,22.995534896850586,26.45747184753418
2006-08-30,,,10.244058609008789,9.450876235961914,,23.016164779663086,26.491790771484375
2006-08-31,,,10.285104751586914,9.463398933410645,,22.85936737060547,26.472177505493164
2006-09-01,,,10.292920112609863,9.45445728302002,,23.007925033569336,26.540794372558594
2006-09-05,,,10.326147079467773,9.524166107177734,,22.80160140991211,26.575105667114258
2006-09-06,,,10.23624038696289,9.390121459960938,,22.368350982666016,26.46728515625
2006-09-07,,,10.17759895324707,9.323990821838379,,22.19917106628418,26.32023811340332
2006-09-08,,,10.23232650756836,9.368671417236328,,22.207426071166992,26.423160552978516
2006-09-11,,,10.238187789916992,9.372246742248535,,22.16615867614746,26.418275833129883
2006-09-12,,,10.351556777954102,9.549180030822754,,22.46324920654297,26.64861488342285
2006-09-13,,,10.402372360229492,9.620670318603516,,22.50452423095703,26.74663543701172
2006-09-14,,,10.375014305114746,9.579562187194824,,22.50038719177246,26.741750717163086
2006-09-15,,,10.425827980041504,9.647478103637695,,22.442623138427734,26.75646209716797
2006-09-18,,,10.37110424041748,9.613518714904785,,22.5457763671875,26.70743179321289
